"run_id;date;parent_run_id;parent_script;baseline_reference;queue_test_id;main_parameter;main_from;main_to;dependent_parameter;dependent_from;dependent_to;expected_effect;status;preflight_pass;no_op_detected;effective_change_check;w8_weeks_traded;w24_weeks_traded;w52_weeks_traded;w8_trades;w24_trades;w52_trades;w8_wins;w24_wins;w52_wins;w8_losses;w24_losses;w52_losses;w8_ties;w24_ties;w52_ties;w8_pnl;w24_pnl;w52_pnl;w8_spy_compare;w24_spy_compare;w52_spy_compare;accepted_or_rejected;notes;run_dir"
"EXP_1437;2026-05-02 22:52:22;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1438;2026-05-02 22:54:08;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1439;2026-05-02 22:55:55;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1440;2026-05-02 22:57:40;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1441;2026-05-02 22:59:22;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1442;2026-05-02 23:01:01;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1443;2026-05-02 23:02:41;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1444;2026-05-02 23:04:18;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1445;2026-05-02 23:05:56;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1446;2026-05-02 23:07:34;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1447;2026-05-02 23:09:09;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1448;2026-05-02 23:10:46;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1449;2026-05-02 23:12:26;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1450;2026-05-02 23:14:06;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1451;2026-05-02 23:15:42;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1452;2026-05-02 23:17:23;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1453;2026-05-02 23:19:15;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1454;2026-05-02 23:20:56;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1455;2026-05-02 23:22:37;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1456;2026-05-02 23:24:14;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1457;2026-05-02 23:25:50;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1458;2026-05-02 23:27:31;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1459;2026-05-02 23:29:09;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1460;2026-05-02 23:30:47;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1461;2026-05-02 23:32:24;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1462;2026-05-02 23:34:02;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1463;2026-05-02 23:35:38;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1464;2026-05-02 23:37:19;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1465;2026-05-02 23:38:58;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1466;2026-05-02 23:40:35;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1467;2026-05-02 23:42:14;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1468;2026-05-02 23:43:55;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1469;2026-05-02 23:45:32;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1470;2026-05-02 23:47:12;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1471;2026-05-02 23:48:51;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1472;2026-05-02 23:50:31;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1473;2026-05-02 23:52:14;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1474;2026-05-02 23:53:52;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1475;2026-05-02 23:55:29;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1476;2026-05-02 23:57:08;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1477;2026-05-02 23:58:49;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1478;2026-05-03 00:00:25;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1479;2026-05-03 00:02:04;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1480;2026-05-03 00:03:44;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1481;2026-05-03 00:05:21;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1482;2026-05-03 00:06:59;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1483;2026-05-03 00:08:40;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1484;2026-05-03 00:10:17;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
"EXP_1485;2026-05-03 00:11:57;EXP_392;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_392_260430022854\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_392.py;EXP_229;;;;;;;;Sin propuesta valida: se evita emitir no-op.;blocked_no_material_candidate;false;true;""{""""no_material_candidate_found"""": true"
